"number","callOtherCarrierRatio","weekdayCall","color","memberProfile","averageArpu","closeness","nighttimeCall","averageDurationProfile","aisRatioProfile","daytimeCall","daytimeNighttimeProfile","outGroupCall","averageNoOfCallProfile","member","weekdayWeekendProfile","averageArpuProfile","callOtherCarrierProfile","eccentricity","averageNoOfCall","aisRatio","averageDurationCall","weekendCall","inGroupCall","betweenness","communityID"
"229","1","44","#573453","Very Low","39.13","0.0","48","Very Low","Medium","44","Average","0","Very Low","13","Weekend","Very Low","Very High","0.0","13.14","0.54","169.46","48","92","0.0","229"
"470","1","34","#34b073","Very Low","52.04","0.0","10","Very Low","High","30","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","6.67","0.67","65.2","6","40","0.0","470"
"471","1","66","#b69e8c","Very Low","103.1","0.0","12","Very Low","Medium","88","Daytime","0","Very Low","18","Weekend","Very Low","Very High","0.0","10","0.56","134.94","34","100","0.0","471"
"230","1","74","#a42de5","Very Low","141.98","0.0","30","Very Low","High","48","Daytime","0","Very Low","5","Weekday","Very Low","Very High","0.0","19.5","0.8","54.67","4","78","0.0","230"
"472","1","15","#e5307e","Very Low","149.75","0.0","19","Very Low","Medium","10","Nighttime","0","Very Low","8","Weekend","Very Low","Very High","0.0","7.25","0.5","49.24","14","29","0.0","472"
"231","1","57","#41486e","Very Low","48.83","0.0","13","Very Low","Medium","60","Daytime","0","Very Low","15","Weekday","Very Low","Very High","0.0","8.11","0.6","262.3","16","73","0.0","231"
"473","0.58","153","#95a01b","Very Low","79.64","0.0","72","Very Low","High","107","Daytime","0","Very Low","20","Weekday","Very Low","Medium","0.0","13.77","0.65","200.93","26","179","0.0","473"
"232","1","13","#acce7c","Very Low","41.71","0.0","10","Very Low","Very High","6","Average","0","Very Low","6","Weekday","Very Low","Very High","0.0","2.67","1","578.38","3","16","0.0","232"
"474","1","8","#8f72bb","Very Low","82.88","0.0","2","Very Low","Low","9","Daytime","0","Very Low","7","Average","Very Low","Very High","0.0","3.67","0.43","189.91","3","11","0.0","474"
"233","1","3","#264638","Very Low","100","0.0","1","Very Low","Medium","2","Average","0","Very Low","4","Average","Very Low","Very High","0.0","1.5","0.5","64","0","3","0.0","233"
"475","1","15","#7fd17f","Very Low","49.38","0.0","7","Very Low","Very High","8","Average","0","Very Low","9","Weekday","Very Low","Very High","0.0","1.88","0.89","110.6","0","15","0.0","475"
"234","1","19","#4f92d0","Very Low","409.25","0.0","11","Very Low","Very High","11","Average","0","Very Low","2","Weekday","Very Low","Very High","0.0","11","1","178.64","3","22","0.0","234"
"476","1","2","#a39da9","Very Low","149.5","0.0","1","Very Low","High","1","Average","0","Very Low","3","Average","Very Low","Very High","0.0","1","0.67","15.5","0","2","0.0","476"
"235","1","2","#b84b3c","Very Low","3.86","0.0","6","Very Low","Very High","18","Daytime","0","Very Low","8","Weekend","Very Low","Very High","0.0","3.43","0.88","231.67","22","24","0.0","235"
"477","1","61","#7ac2b0","Very Low","63.87","0.0","24","Very Low","High","60","Daytime","0","Very Low","24","Average","Very Low","Very High","0.0","5.25","0.67","252.08","23","84","0.0","477"
"236","1","27","#e08f9c","Very Low","27.2","0.0","18","Very Low","Very High","13","Average","0","Very Low","9","Weekday","Very Low","Very High","0.0","3.88","0.89","162.55","4","31","0.0","236"
"478","1","17","#698941","Very Low","70.86","0.0","12","Very Low","Medium","14","Average","0","Very Low","10","Weekend","Very Low","Very High","0.0","4.33","0.6","65.88","9","26","0.0","478"
"237","1","4","#1c8e5e","Very Low","93.65","0.0","0","Low","Very High","4","Average","0","Very Low","3","Average","Very Low","Very High","0.0","1.33","1","1054.5","0","4","0.0","237"
"479","1","20","#8579a4","Very Low","85.57","0.0","6","Very Low","High","20","Daytime","0","Very Low","11","Average","Very Low","Very High","0.0","3.71","0.64","115.81","6","26","0.0","479"
"238","1","2","#aa6f0f","Very Low","195.16","0.0","2","Very Low","Very High","4","Average","0","Very Low","2","Weekend","Very Low","Very High","0.0","3","1","243.33","4","6","0.0","238"
"239","1","12","#89de30","Very Low","25.76","0.0","6","Very Low","Very High","13","Daytime","0","Very Low","5","Weekend","Very Low","Very High","0.0","3.8","1","292.53","7","19","0.0","239"
"480","1","32","#56a3c9","Very Low","75.74","0.0","37","Low","Very High","11","Nighttime","0","Very Low","11","Weekend","Very Low","Very High","0.0","4.8","0.91","939.62","16","48","0.0","480"
"481","1","20","#12a643","Very Low","326.75","0.0","0","Very Low","Very High","21","Daytime","0","Very Low","2","Weekday","Very Low","Very High","0.0","10.5","1","399.71","1","21","0.0","481"
"240","1","14","#8cb45e","Very Low","277","0.0","14","Very Low","Very Low","7","Nighttime","0","Very Low","12","Average","Very Low","Very High","0.0","7","0.25","392.38","7","21","0.0","240"
"482","1","21","#cec039","Very Low","0","0.0","6","Very Low","Very Low","23","Daytime","0","Very Low","12","Average","Very Low","Very High","0.0","14.5","0.17","132.48","8","29","0.0","482"
"241","1","4","#8b4c76","Very Low","30.22","0.0","2","Very Low","Medium","4","Average","0","Very Low","6","Average","Very Low","Very High","0.0","2","0.5","295.83","2","6","0.0","241"
"483","1","4","#da893c","Very Low","303.25","0.0","10","Low","High","0","Nighttime","0","Very Low","3","Weekend","Very Low","Very High","0.0","5","0.67","1113.4","6","10","0.0","483"
"242","1","12","#5db764","Very Low","96.6","0.0","2","Very Low","Medium","16","Daytime","0","Very Low","9","Average","Very Low","Very High","0.0","3.6","0.56","740.28","6","18","0.0","242"
"484","1","20","#dd99a9","Very Low","353.38","0.0","10","Very Low","Very High","14","Average","0","Very Low","4","Weekday","Very Low","Very High","0.0","6","1","20.75","4","24","0.0","484"
"243","1","26","#239e83","Very Low","233.75","0.0","16","Very Low","Medium","20","Average","0","Very Low","8","Average","Very Low","Very High","0.0","9","0.5","40.83","10","36","0.0","243"
"485","1","6","#5b272b","Very Low","95.46","0.0","5","Very Low","Very High","1","Average","0","Very Low","3","Weekday","Very Low","Very High","0.0","2","1","698","0","6","0.0","485"
"244","1","58","#7c269f","Very Low","40.5","0.0","8","Very Low","High","58","Daytime","0","Very Low","11","Weekday","Very Low","Very High","0.0","8.25","0.73","281.12","8","66","0.0","244"
"486","1","33","#628892","Very Low","507.75","0.0","35","Very Low","Medium","3","Nighttime","0","Very Low","8","Weekday","Very Low","Very High","0.0","9.5","0.5","219","5","38","0.0","486"
"245","1","5","#8967ba","Very Low","123.33","0.0","6","Very Low","Medium","7","Average","0","Very Low","5","Weekend","Very Low","Very High","0.0","4.33","0.6","40.31","8","13","0.0","245"
"487","1","12","#a03bca","Very Low","186.17","0.0","14","Very Low","Very High","3","Nighttime","0","Very Low","6","Average","Very Low","Very High","0.0","2.83","1","180","5","17","0.0","487"
"246","1","18","#de2246","Very Low","155.5","0.0","3","Very Low","High","17","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","3.33","0.67","196.55","2","20","0.0","246"
"488","1","22","#4b3a5f","Very Low","472.88","0.0","8","Very Low","Low","36","Daytime","0","Very Low","6","Weekend","Very Low","Very High","0.0","22","0.33","41.55","22","44","0.0","488"
"247","1","14","#938f91","Very Low","34.65","0.0","2","Very Low","Very High","16","Daytime","0","Very Low","6","Average","Very Low","Very High","0.0","3.6","0.83","36.22","4","18","0.0","247"
"489","1","30","#b699a5","Very Low","53.09","0.0","22","Very Low","High","18","Average","0","Very Low","6","Average","Very Low","Very High","0.0","10","0.67","261.75","10","40","0.0","489"
"248","1","160","#be2e77","Very Low","2.23","0.0","48","Very Low","Very High","112","Daytime","0","Very Low","11","Weekday","Very Low","Very High","0.0","16","0.91","777.08","0","160","0.0","248"
"249","0.27","28","#c1ab8f","Very Low","172.37","0.0","2","Very Low","High","28","Daytime","0","Very Low","4","Weekday","Very Low","Very Low","0.0","10","0.75","83.07","2","30","0.0","249"
"490","1","10","#7297b1","Very Low","124.01","0.0","4","Very Low","Medium","16","Daytime","0","Very Low","6","Weekend","Very Low","Very High","0.0","6.67","0.5","77.8","10","20","0.0","490"
"491","1","48","#2e7541","Very Low","163.57","0.0","2","Very Low","Medium","52","Daytime","0","Very Low","14","Weekday","Very Low","Very High","0.0","7.71","0.5","117.7","6","54","0.0","491"
"250","1","6","#5b50a7","Very Low","188.45","0.0","1","Very Low","Medium","6","Average","0","Very Low","2","Average","Very Low","Very High","0.0","7","0.5","101.43","1","7","0.0","250"
"492","1","58","#791ac7","Very Low","230","0.0","12","Very Low","Very Low","46","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","29","0.2","28.72","0","58","0.0","492"
"251","1","4","#5b98e7","Very Low","137.77","0.0","1","Very Low","High","4","Average","0","Very Low","4","Average","Very Low","Very High","0.0","1.67","0.75","208.2","1","5","0.0","251"
"493","1","62","#9f6c1f","Very Low","204.12","0.0","46","Very Low","Low","36","Nighttime","0","Very Low","14","Weekday","Very Low","Very High","0.0","20.5","0.29","77.07","20","82","0.0","493"
"252","1","5","#acd563","Very Low","399.5","0.0","4","Very Low","High","4","Average","0","Very Low","3","Average","Very Low","Very High","0.0","4","0.67","55","3","8","0.0","252"
"494","1","13","#6071ec","Very Low","272.33","0.0","10","Very Low","Very Low","13","Average","0","Very Low","12","Weekend","Very Low","Very High","0.0","7.67","0.25","135.09","10","23","0.0","494"
"253","1","16","#7213dc","Very Low","55.39","0.0","6","Very Low","High","13","Daytime","0","Very Low","7","Weekday","Very Low","Very High","0.0","3.8","0.71","98.89","3","19","0.0","253"
"495","1","6","#c05b5e","Very Low","31.38","0.0","4","Very Low","Very High","2","Average","0","Very Low","4","Weekday","Very Low","Very High","0.0","1.5","1","719.67","0","6","0.0","495"
"254","1","19","#b0d84c","Very Low","69.57","0.0","7","Very Low","High","14","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","3","0.7","52.57","2","21","0.0","254"
"496","1","27","#9a8188","Very Low","53.54","0.0","20","Very Low","Medium","22","Average","0","Very Low","11","Weekend","Very Low","Very High","0.0","7","0.55","160.12","15","42","0.0","496"
"255","1","14","#7c6834","Very Low","17.61","0.0","7","Very Low","High","11","Average","0","Very Low","12","Average","Very Low","Very High","0.0","2.25","0.67","152.06","4","18","0.0","255"
"497","1","26","#d941ea","Very Low","257.32","0.0","9","Very Low","Very High","18","Daytime","0","Very Low","7","Weekday","Very Low","Very High","0.0","4.5","0.86","205.22","1","27","0.0","497"
"256","0.89","57","#094fd1","Very Low","95","0.0","29","Very Low","High","58","Daytime","0","Very Low","19","Weekend","Very Low","Very High","0.0","6.69","0.68","62.71","30","87","0.0","256"
"498","1","96","#2f4282","Very Low","14.33","0.0","34","Very Low","Very High","128","Daytime","0","Very Low","16","Weekend","Very Low","Very High","0.0","11.57","0.88","445.16","66","162","0.0","498"
"257","1","6","#2e83a2","Very Low","19.7","0.0","6","Very Low","Medium","3","Average","0","Very Low","9","Average","Very Low","Very High","0.0","1.8","0.56","150.33","3","9","0.0","257"
"499","1","62","#978d89","Very Low","40.38","0.0","28","Low","Very High","52","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","8","1","1122.6","18","80","0.0","499"
"258","0.61","50","#3c4d1c","Very Low","35","0.0","20","Very Low","Very High","36","Daytime","0","Very Low","10","Weekday","Very Low","Medium","0.0","5.6","1","120.54","6","56","0.0","258"
"259","1","30","#647e66","Very Low","84.38","0.0","4","Very Low","Low","40","Daytime","0","Very Low","11","Average","Very Low","Very High","0.0","11","0.36","123.41","14","44","0.0","259"
"260","1","11","#693792","Very Low","66.34","0.0","2","Very Low","High","11","Daytime","0","Very Low","5","Weekday","Very Low","Very High","0.0","3.25","0.8","126.92","2","13","0.0","260"
"261","1","8","#68289e","Very Low","56.23","0.0","0","Very Low","Medium","11","Daytime","0","Very Low","7","Average","Very Low","Very High","0.0","2.75","0.57","544.18","3","11","0.0","261"
"262","1","15","#8f383b","Very Low","1058.92","0.0","3","Very Low","Low","15","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","4.5","0.44","84.17","3","18","0.0","262"
"263","1","3","#b387c3","Very Low","29.91","0.0","0","Very Low","High","6","Daytime","0","Very Low","5","Average","Very Low","Very High","0.0","1.5","0.8","19.83","3","6","0.0","263"
"264","1","12","#e199e5","Very Low","32.64","0.0","1","Very Low","High","17","Daytime","0","Very Low","8","Average","Very Low","Very High","0.0","3","0.75","27.28","6","18","0.0","264"
"265","1","24","#761f69","Very Low","164.11","0.0","20","Low","Very High","12","Nighttime","0","Very Low","2","Average","Very Low","Very High","0.0","16","1","1262.06","8","32","0.0","265"
"266","1","22","#87c78a","Very Low","130.19","0.0","15","Very Low","High","9","Nighttime","0","Very Low","4","Weekday","Very Low","Very High","0.0","8","0.75","88.54","2","24","0.0","266"
"267","1","8","#44c54f","Very Low","204.75","0.0","6","Very Low","Medium","8","Average","0","Very Low","7","Weekend","Very Low","Very High","0.0","3.5","0.57","51.36","6","14","0.0","267"
"268","1","17","#6c6375","Very Low","33.97","0.0","4","Very Low","Medium","20","Daytime","0","Very Low","8","Average","Very Low","Very High","0.0","4.8","0.62","74.5","7","24","0.0","268"
"269","1","4","#ecf2a1","Very Low","84.3","0.0","6","Very Low","High","3","Average","0","Very Low","4","Weekend","Very Low","Very High","0.0","3","0.75","408.11","5","9","0.0","269"
"270","1","36","#707862","Very Low","7.69","0.0","11","Very Low","High","34","Daytime","0","Very Low","17","Weekday","Very Low","Very High","0.0","3.46","0.76","166.62","9","45","0.0","270"
"271","1","14","#c86d7c","Very Low","77.86","0.0","8","Very Low","High","10","Average","0","Very Low","5","Average","Very Low","Very High","0.0","4.5","0.8","78.78","4","18","0.0","271"
"272","1","23","#c19b53","Very Low","519.83","0.0","12","Very Low","Very Low","20","Daytime","0","Very Low","15","Average","Very Low","Very High","0.0","10.67","0.2","81","9","32","0.0","272"
"273","1","42","#6d5084","Very Low","28.39","0.0","28","Very Low","Low","22","Nighttime","0","Very Low","9","Weekday","Very Low","Very High","0.0","12.5","0.44","107.4","8","50","0.0","273"
"274","1","25","#21458d","Very Low","89.03","0.0","5","Very Low","Very High","20","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","3.12","0.89","126.24","0","25","0.0","274"
"275","1","0","#564f8f","Very Low","0","0.0","0","Very Low","Very High","2","Average","0","Very Low","2","Average","Very Low","Very High","0.0","1","1","39","2","2","0.0","275"
"276","1","38","#6ab992","Very Low","0","0.0","52","Very Low","High","20","Nighttime","0","Very Low","4","Weekend","Very Low","Very High","0.0","24","0.75","183.69","34","72","0.0","276"
"277","0.98","164","#c490b2","Very Low","189.3","0.0","100","Very Low","Low","122","Daytime","0","Very Low","57","Weekday","Very Low","Very High","0.0","9.65","0.4","69.13","58","222","0.0","277"
"278","0.99","301","#e7a51b","Very Low","91.4","0.0","74","Very Low","Medium","283","Daytime","0","Very Low","96","Weekday","Very Low","Very High","0.0","6.49","0.57","177.11","56","357","0.0","278"
"279","1","18","#c6877d","Very Low","233.39","0.0","8","Very Low","Medium","15","Daytime","0","Very Low","6","Weekday","Very Low","Very High","0.0","7.67","0.5","61.74","5","23","0.0","279"
"280","1","66","#09a54f","Very Low","201.53","0.0","41","Very Low","Medium","43","Average","0","Very Low","14","Weekday","Very Low","Very High","0.0","10.5","0.57","249.83","18","84","0.0","280"
"281","1","94","#8658a8","Very Low","74.97","0.0","30","Very Low","Low","94","Daytime","0","Very Low","28","Weekday","Very Low","Very High","0.0","13.78","0.32","119.06","30","124","0.0","281"
"282","1","11","#c3bbe6","Very Low","90","0.0","10","Very Low","High","5","Average","0","Very Low","7","Average","Very Low","Very High","0.0","3","0.71","172.33","4","15","0.0","282"
"283","1","92","#5f897b","Very Low","14.39","0.0","46","Very Low","Medium","64","Daytime","0","Very Low","21","Weekday","Very Low","Very High","0.0","9.17","0.57","381.05","18","110","0.0","283"
"284","1","56","#af97a6","Very Low","116.84","0.0","40","Very Low","High","44","Average","0","Very Low","9","Weekend","Very Low","Very High","0.0","14","0.67","228.57","28","84","0.0","284"
"285","1","126","#ae508a","Very Low","98.5","0.0","92","Medium","High","96","Average","0","Low","5","Weekend","Very Low","Very High","0.0","47","0.8","1808.1","62","188","0.0","285"
