"a_number","b_number","duration","noDayTime","noNightTime","calleeCarrier","weight","startTime","callDay","startDate"
"1081","1333","45","1","0","","1.0","14.4312","Thursday","20151008"
"1335","1318","55","1","0","","1.0","9.4458","Monday","20151005"
"1335","1222","38","0","1","","1.0","19.5027","Thursday","20151008"
"1335","1286","38","1","0","","1.0","13.3723","Monday","20151005"
"982","1173","1376","24","13","","2641.0","18.1239","Monday","20151005"
"1326","1241","200","5","0","","241.0","11.263","Wednesday","20151007"
"1326","867","253513","753","208","","283921.0","10.4054","Tuesday","20151006"
"1326","1076","540","0","5","","481.0","20.0733","Saturday","20151010"
"1326","1336","495","5","0","","481.0","16.1806","Thursday","20151008"
"1218","1108","2805","9","0","","3121.0","12.3907","Wednesday","20151007"
"1218","1130","44","1","0","","1.0","16.2104","Tuesday","20151006"
"1239","897","1325","32","1","","2401.0","17.3518","Thursday","20151008"
"1239","1107","41","1","0","","1.0","9.0345","Wednesday","20151007"
"1236","1307","4192","65","32","","7201.0","9.591","Monday","20151005"
"1236","1247","483","21","0","","1201.0","12.311","Monday","20151005"
"1336","1331","723","21","0","","1201.0","6.3613","Wednesday","20151007"
"1336","1273","15832","160","33","","22321.0","18.2824","Monday","20151005"
"1332","1269","4405","8","37","","6001.0","23.3025","Sunday","20151011"
"1332","870","7773","24","29","","9361.0","23.3335","Sunday","20151011"
"1332","1227","7529","33","32","","9121.0","5.1108","Saturday","20151010"
"1371","1023","25","5","0","","241.0","16.1455","Wednesday","20151007"
"1371","1004","288","21","4","","1441.0","6.311","Tuesday","20151006"
"958","1215","2285","5","0","","1921.0","15.5354","Sunday","20151011"
"1327","1273","1074","29","0","","2161.0","11.3128","Thursday","20151008"
"1327","1304","4156","21","24","","5521.0","13.0937","Tuesday","20151006"
"1296","1003","1629","25","0","","2401.0","14.1832","Monday","20151005"
"1038","870","12261","141","0","","17281.0","6.4137","Friday","20151009"
"1307","1236","20891","88","41","","24721.0","20.2842","Tuesday","20151006"
"1119","1380","5010","8","5","","5281.0","17.4459","Wednesday","20151007"
"1282","1086","10306","24","9","","11281.0","19.1723","Friday","20151009"
"929","1173","978","0","13","","1201.0","17.0106","Thursday","20151008"
"975","1349","830","5","0","","721.0","13.3659","Tuesday","20151006"
"1273","1381","927","0","13","","1201.0","17.1211","Wednesday","20151007"
"1273","1212","952","13","32","","2641.0","11.2142","Saturday","20151010"
"1273","1331","6755","41","48","","9601.0","14.374","Saturday","20151010"
"1273","1119","913","0","13","","1441.0","18.5752","Friday","20151009"
"1273","1282","981","21","0","","1681.0","13.1346","Friday","20151009"
"654","1003","2623","13","8","","3361.0","13.1538","Tuesday","20151006"
"1008","870","6135","13","20","","7201.0","13.4625","Friday","20151009"
"1343","1003","2730","5","0","","2401.0","13.0919","Sunday","20151011"
"1343","1286","110","0","5","","241.0","17.1733","Tuesday","20151006"
"1304","975","18","1","0","","1.0","7.0239","Thursday","20151008"
"1296","989","11437","32","21","","12001.0","18.2955","Thursday","20151008"
"1296","1307","761","13","4","","1201.0","13.4106","Saturday","20151010"
"1326","1394","4311","56","13","","6241.0","20.3309","Saturday","20151010"
"1326","1351","181","0","13","","721.0","19.0606","Monday","20151005"
"1326","1331","223","13","0","","721.0","10.1639","Friday","20151009"
"1326","1226","700","0","5","","721.0","19.5641","Tuesday","20151006"
"1326","1120","1340","5","0","","1201.0","11.5254","Wednesday","20151007"
"1326","1118","8304","16","13","","8401.0","20.4204","Sunday","20151011"
"1326","1342","250","0","5","","241.0","20.3443","Sunday","20151011"
"1226","1075","5535","4","13","","5761.0","22.434","Tuesday","20151006"
"1226","904","260","0","5","","241.0","22.4436","Tuesday","20151006"
"1226","1118","52582","36","57","","54481.0","17.3742","Friday","20151009"
"1226","1376","2354","8","5","","2641.0","21.5647","Monday","20151005"
"1226","1003","6446","37","8","","7441.0","15.0117","Wednesday","20151007"
"1226","1282","5775","32","5","","7201.0","23.4055","Monday","20151005"
"1070","989","6217","21","0","","6481.0","13.3341","Wednesday","20151007"
"1070","1252","1615","5","0","","1441.0","10.4816","Wednesday","20151007"
"1070","1273","790","5","0","","721.0","12.001","Wednesday","20151007"
"1070","1118","1415","5","0","","1201.0","14.5106","Saturday","20151010"
"1070","1194","147","16","5","","721.0","19.2057","Saturday","20151010"
"1016","1350","4074","37","0","","4801.0","12.3813","Monday","20151005"
"1221","1204","1253","8","29","","2161.0","20.3731","Monday","20151005"
"1221","1134","75","0","5","","241.0","18.1403","Thursday","20151008"
"1221","1203","3171","24","21","","4561.0","3.3702","Friday","20151009"
"804","1118","9134","24","5","","9601.0","17.0529","Tuesday","20151006"
"804","1150","565","5","0","","481.0","12.0208","Thursday","20151008"
"1169","1380","3933","37","0","","5041.0","14.1137","Tuesday","20151006"
"1169","1307","115474","813","600","","162721.0","15.5439","Monday","20151005"
"1169","1116","12577","56","41","","15121.0","20.5434","Friday","20151009"
"1075","1340","4407","41","24","","5281.0","15.4013","Wednesday","20151007"
"1075","1306","221","1","0","","1.0","9.3401","Tuesday","20151006"
"1376","1075","177","1","4","","241.0","14.1226","Monday","20151005"
"989","1133","68","1","0","","1.0","15.4055","Wednesday","20151007"
"989","1285","63","1","0","","1.0","10.1553","Wednesday","20151007"
"989","1116","1136","5","0","","1201.0","10.5732","Monday","20151005"
"1075","1351","22801","57","100","","28081.0","14.2148","Thursday","20151008"
"1003","1052","3579","29","0","","4561.0","9.3453","Friday","20151009"
"1003","896","1255","5","8","","1681.0","12.5041","Wednesday","20151007"
"1259","1052","1550","0","5","","1441.0","18.1036","Monday","20151005"
"767","897","668","9","4","","1201.0","10.22","Thursday","20151008"
"1307","1352","18732","245","96","","30961.0","8.311","Friday","20151009"
"1307","1295","111","0","5","","241.0","18.3401","Thursday","20151008"
"1307","1173","1158","41","4","","2881.0","12.163","Thursday","20151008"
"867","1241","1855","13","0","","2161.0","15.3959","Sunday","20151011"
"867","568","244","1","0","","1.0","12.1541","Thursday","20151008"
"867","1204","140","1","0","","1.0","11.263","Sunday","20151011"
"1041","1307","26592","40","53","","29041.0","17.1923","Monday","20151005"
"1041","1003","3882","0","37","","4801.0","22.0739","Monday","20151005"
"1352","1169","2698","41","12","","4561.0","11.554","Wednesday","20151007"
"1003","1286","37","1","0","","1.0","11.4754","Tuesday","20151006"
"1207","1332","47","1","0","","1.0","8.0213","Wednesday","20151007"
"1207","1269","7462","13","40","","9121.0","10.2503","Tuesday","20151006"
"1362","1318","249","5","0","","241.0","16.0745","Monday","20151005"
"1351","1075","18077","65","20","","20641.0","14.2253","Thursday","20151008"
"1351","1086","3507","13","0","","3601.0","13.1524","Tuesday","20151006"
"1362","621","2803","21","8","","3361.0","13.1819","Friday","20151009"
"621","1362","2310","17","8","","2881.0","10.2014","Thursday","20151008"
"1269","989","111","1","0","","1.0","9.1928","Tuesday","20151006"
"1269","1304","41","1","0","","1.0","11.4138","Tuesday","20151006"
"1307","1080","4249","45","32","","6481.0","13.352","Sunday","20151011"
"1307","1328","12354","165","124","","22081.0","13.2801","Tuesday","20151006"
"1116","1118","1571","32","13","","3121.0","23.581","Sunday","20151011"
"1116","1045","3278","56","5","","4801.0","21.491","Thursday","20151008"
"1311","989","2945","5","0","","2401.0","12.5549","Wednesday","20151007"
"1311","1091","4621","5","8","","4561.0","8.375","Tuesday","20151006"
"1311","1351","190","5","0","","241.0","14.1926","Monday","20151005"
"1212","896","1195","21","8","","1921.0","10.241","Thursday","20151008"
"1127","1331","1586","0","13","","1921.0","20.4727","Wednesday","20151007"
"1127","1196","2875","32","5","","3601.0","19.1035","Monday","20151005"
"1212","1307","10721","21","92","","14401.0","13.0247","Tuesday","20151006"
"1336","654","537","0","5","","481.0","19.4201","Friday","20151009"
"1196","1388","1825","8","13","","2401.0","20.064","Thursday","20151008"
"1196","1273","826","5","0","","961.0","13.4046","Tuesday","20151006"
"1196","1004","51","0","1","","1.0","20.4102","Tuesday","20151006"
"1196","621","4079","17","60","","6481.0","16.1835","Friday","20151009"
"1196","845","12","1","0","","1.0","9.0702","Friday","20151009"
"1196","568","470","8","13","","1201.0","22.241","Thursday","20151008"
"1340","1269","28730","197","48","","36001.0","12.1416","Monday","20151005"
"1252","1394","590","5","0","","481.0","14.2613","Tuesday","20151006"
"654","896","4000","85","20","","7681.0","16.0535","Thursday","20151008"
"654","1169","1138","29","12","","2401.0","10.535","Thursday","20151008"
"1340","1023","1342","29","0","","1921.0","9.0533","Wednesday","20151007"
"1340","1236","483","0","13","","721.0","21.0321","Thursday","20151008"
"1340","1204","469","20","5","","1441.0","21.4507","Wednesday","20151007"
"1340","1362","4222","101","8","","7441.0","11.1333","Wednesday","20151007"
"1340","654","1114","13","8","","1441.0","7.1554","Thursday","20151008"
"1340","896","6468","165","0","","10801.0","12.4045","Saturday","20151010"
"1291","1274","465","5","0","","481.0","11.5719","Tuesday","20151006"
"1349","1365","16","1","0","","1.0","12.5147","Monday","20151005"
"1384","1342","30","0","5","","241.0","21.3553","Sunday","20151011"
"1384","989","1566","5","8","","1681.0","10.5935","Sunday","20151011"
"621","1295","399","9","0","","481.0","13.4429","Tuesday","20151006"
"621","568","9272","108","29","","14641.0","21.195","Wednesday","20151007"
"1052","897","30030","88","61","","34321.0","21.5029","Saturday","20151010"
"1308","1169","9364","97","28","","14161.0","15.0942","Thursday","20151008"
"1308","1307","28031","165","68","","35521.0","14.5623","Wednesday","20151007"
"1308","1116","16220","89","32","","20881.0","15.3125","Thursday","20151008"
"1308","1371","5425","28","21","","6481.0","1.0626","Tuesday","20151006"
"1235","621","660","1","8","","961.0","13.3846","Friday","20151009"
"1235","1169","898","16","1","","1441.0","21.0856","Tuesday","20151006"
"896","1375","445","5","0","","481.0","10.2746","Sunday","20151011"
"621","1326","7172","8","5","","7441.0","21.5643","Saturday","20151010"
"621","1306","90","5","0","","241.0","11.4311","Thursday","20151008"
"654","621","3969","29","20","","5761.0","5.0019","Friday","20151009"
"654","1203","630","0","17","","961.0","17.2505","Thursday","20151008"
"1285","1239","305","0","5","","481.0","21.3321","Thursday","20151008"
"1070","1288","405","0","5","","481.0","17.193","Tuesday","20151006"
"1070","1127","433","21","0","","1201.0","15.5901","Thursday","20151008"
"654","1307","5953","65","28","","8641.0","16.5751","Tuesday","20151006"
"896","1239","3260","41","24","","5281.0","10.1138","Wednesday","20151007"
"896","621","5666","77","68","","11281.0","15.211","Thursday","20151008"
"1023","1030","1461","17","4","","1921.0","14.275","Monday","20151005"
"1376","1052","440","5","0","","481.0","13.4014","Thursday","20151008"
"1376","1118","1085","5","0","","961.0","15.0022","Wednesday","20151007"
"1380","621","2350","9","4","","2641.0","10.2448","Monday","20151005"
"1380","1150","3814","25","4","","4801.0","16.0528","Monday","20151005"
"1380","904","143","1","0","","1.0","16.1312","Monday","20151005"
"568","1392","10206","113","28","","14641.0","9.2416","Friday","20151009"
"1196","870","1565","5","0","","1201.0","11.3539","Monday","20151005"
"1116","1328","1701","17","28","","3121.0","16.5434","Wednesday","20151007"
"1380","1289","1255","5","0","","1201.0","12.5326","Wednesday","20151007"
"1380","1149","20192","56","13","","22081.0","17.0218","Thursday","20151008"
"1380","757","6401","21","0","","6001.0","11.3121","Thursday","20151008"
"1380","1326","3064","16","5","","3601.0","18.4448","Thursday","20151008"
"1380","1352","575","5","0","","481.0","12.0727","Saturday","20151010"
"1212","1218","16796","69","48","","20641.0","16.1039","Wednesday","20151007"
"1212","897","363","13","0","","721.0","15.2348","Thursday","20151008"
"1218","1212","484","16","5","","1201.0","17.5508","Monday","20151005"
"1169","1328","2765","49","8","","4801.0","11.495","Thursday","20151008"
"1391","1342","291","13","0","","721.0","9.5048","Saturday","20151010"
"1391","1334","745","5","0","","721.0","7.4333","Tuesday","20151006"
"1102","1075","3127","49","0","","4801.0","11.0758","Saturday","20151010"
"1102","1259","570","0","1","","1.0","18.055","Friday","20151009"
"1345","1307","1302","21","8","","2161.0","9.5237","Tuesday","20151006"
"1345","1270","300","5","0","","241.0","11.4902","Wednesday","20151007"
"1345","870","112","13","0","","721.0","10.1052","Thursday","20151008"
"1345","1326","75","5","0","","241.0","9.5606","Monday","20151005"
"1345","897","255","5","0","","241.0","11.5241","Tuesday","20151006"
"1345","1308","367","13","0","","721.0","9.2614","Thursday","20151008"
"1345","991","280","5","0","","241.0","11.5504","Thursday","20151008"
"1345","1008","1144","29","0","","1681.0","9.2027","Monday","20151005"
"1345","1296","75","5","0","","241.0","10.1918","Wednesday","20151007"
"1345","1169","593","29","0","","1681.0","13.592","Saturday","20151010"
"1345","1204","115","5","0","","241.0","12.4309","Wednesday","20151007"
"1345","1091","130","5","0","","241.0","14.4445","Tuesday","20151006"
"1345","982","395","13","0","","721.0","11.0337","Thursday","20151008"
"1345","1275","531","13","0","","721.0","14.5714","Wednesday","20151007"
"1333","1052","1608","29","0","","2641.0","14.3233","Friday","20151009"
"1333","1215","206","4","1","","241.0","17.2621","Thursday","20151008"
"1333","1222","16","1","0","","1.0","16.5511","Friday","20151009"
"845","621","240","5","0","","241.0","11.1045","Wednesday","20151007"
"845","897","370","5","0","","481.0","11.2802","Wednesday","20151007"
"845","1116","376","0","13","","721.0","22.0053","Friday","20151009"
"845","1196","375","5","0","","481.0","8.2433","Friday","20151009"
"568","1052","14778","53","20","","17041.0","10.4202","Friday","20151009"
"568","1194","3297","16","21","","4801.0","17.492","Friday","20151009"
"991","1169","740","5","0","","721.0","10.303","Thursday","20151008"
"1331","1336","991","13","0","","1441.0","6.4116","Wednesday","20151007"
"1052","1030","1072","33","8","","2401.0","12.5504","Tuesday","20151006"
"1328","1307","11036","137","108","","18961.0","10.3056","Friday","20151009"
"1052","1119","18","0","1","","1.0","17.5309","Thursday","20151008"
"1080","1380","1145","5","0","","961.0","8.2644","Tuesday","20151006"
"1107","886","290","5","0","","241.0","9.4503","Saturday","20151010"
"897","1003","3670","5","0","","3121.0","10.5047","Saturday","20151010"
"1328","1052","23455","201","96","","33601.0","15.3626","Thursday","20151008"
"1207","1116","498","9","0","","721.0","9.1921","Thursday","20151008"
"1207","989","2862","1","8","","2881.0","16.2119","Saturday","20151010"
"1207","867","343","1","0","","1.0","16.0735","Thursday","20151008"
"1207","1109","185","0","1","","1.0","20.1045","Sunday","20151011"
